,B2,B4,Turn,Unit,er_label_1,ee_label_1,er_label_2,ee_label_2,neg,neu,pos
2395,20180825-091558_618_live,1,5,I don't understand what you mean,,other,,,0,1,0
2396,20180825-091558_618_live,0,6,well do you have faith in this kind of organizations?,personal-related-inquiry,,,,0,0.62,0.38
2397,20180825-091558_618_live,1,6,"Yes, it sounds like a good charity.",,positive-to-inquiry,,,0,0.155,0.845
2398,20180825-091558_618_live,0,7,do you ever heard something bad about this kind of charities ?,personal-related-inquiry,,,,0.227,0.584,0.189
2399,20180825-091558_618_live,1,7,"Yes, I have.",,positive-to-inquiry,,,0,0.27,0.73
2400,20180825-091558_618_live,1,7,Some don't give the money out like they are suppose to.,,positive-to-inquiry,,,0,0.8,0.2
2401,20180825-091558_618_live,0,8,did you heard that they now do every payment taken from people transparet?,personal-related-inquiry,,,,0,1,0
2402,20180825-091558_618_live,1,8,"No, I have not hear that",,negative-to-inquiry,,,0.355,0.645,0
2403,20180825-091558_618_live,0,9,"at last , how much are you willing to donate in the end of the survey?",ask-donation-amount,,,,0,1,0
2404,20180825-091558_618_live,0,9,"you can donate as much money you want because they really are not real money, you can make a good impression for future hits.",donation-information,,,,0,0.766,0.234
2405,20180825-091558_618_live,1,9,How does me saying I will donate fake money make a good impression for future hits.,,other,,,0.164,0.582,0.254
2406,20180825-091558_618_live,0,10,"you would help me , thank you for your conversation",closing,,,,0,0.574,0.426
2407,20180826-040651_411_live,0,0,"Hello, how are you today?",greeting,,,,0,1,0
2408,20180826-040651_411_live,1,0,hello i am fine thank you,,greeting,,,0,0.411,0.589
2409,20180826-040651_411_live,0,1,Have you heard of our charity Save the Children?,source-related-inquiry,,,,0,0.538,0.462
2410,20180826-040651_411_live,1,1,yes I've donated $ 150 to this year for this organization,,positive-to-inquiry,,,0,0.769,0.231
2411,20180826-040651_411_live,0,2,"Awesome, you know all about it then!",acknowledgement,,,,0,0.577,0.423
2412,20180826-040651_411_live,1,2,"I know more or less how it works and my goals are, but what do you know",,ask-org-info,,,0,1,0
2413,20180826-040651_411_live,0,3,I know it is an international non-governmental organization that promotes children's rights while also providing relief and support for children in developing countries.,credibility-appeal,,,,0,0.699,0.301
2414,20180826-040651_411_live,0,3,"It is awesome there are people that dedicate their lives to help ensure children have the rights to health, education, safety, and much more.",credibility-appeal,,,,0,0.621,0.379
2415,20180826-040651_411_live,1,3,"very fair, it is good that all contribute little to the help of children all over the world",,positive-reaction-to-donation,,,0,0.654,0.346
2416,20180826-040651_411_live,0,4,This is very true.,acknowledgement,,,,0,0.492,0.508
2417,20180826-040651_411_live,0,4,So how do you feel about donating today?,proposition-of-donation,,,,0,1,0
2418,20180826-040651_411_live,1,4,"I feel the happiest man in the world when I donate some help if she is, I feel very good when my help is happening to people",,positive-reaction-to-donation,,,0,0.61,0.39
2419,20180826-040651_411_live,0,5,"This is great to hear, not everybody feels that way!",praise-user,,,,0,0.672,0.328
2420,20180826-040651_411_live,1,5,I do not only help the children but everybody who needs some help if this financial or moral help,,positive-reaction-to-donation,,,0.33,0.67,0
2421,20180826-040651_411_live,0,6,It sounds like we need more people like you in the world.,praise-user,,,,0,0.667,0.333
2422,20180826-040651_411_live,1,6,"true, we live a life and it would be more fun to live beautifully and happily but not only for ourselves but to be happy for all the people who surround us somewhat",,positive-reaction-to-donation,,,0,0.66,0.34
2423,20180826-040651_411_live,0,7,This is true.,acknowledgement,,,,0,0.417,0.583
2424,20180826-040651_411_live,0,7,Everybody deserves the option to be happy.,emotion-appeal,,,,0,0.619,0.381
2425,20180826-040651_411_live,0,7,We all should have equal opportunity to be happy and succeed in life.,emotion-appeal,,,,0,0.508,0.492
2426,20180826-040651_411_live,1,7,if I define what makes me happy in life is to look and my beloved happy man,,positive-reaction-to-donation,,,0,0.549,0.451
2427,20180826-040651_411_live,0,8,That is an awesome definition.,acknowledgement,,,,0,0.494,0.506
2428,20180826-040651_411_live,0,8,"So seeing as how you mentioned you would like to donate today, what is a specific amount you would be willing to donate?",ask-donation-amount,,,,0,0.894,0.106
2429,20180826-040651_411_live,1,8,"I wanted to buy clothes for myself today, but I will give them some kind of charity online search, full $ 100",,provide-donation-amount,,,0,0.847,0.153
2430,20180826-040651_411_live,0,9,"That is great to hear, however.",acknowledgement,,,,0,0.549,0.451
2431,20180826-040651_411_live,0,9,Your donation will be directly deducted from your task payment.,donation-information,,,,0,1,0
2432,20180826-040651_411_live,0,9,You can choose any amount from 0$ to all of your payment.,donation-information,,,,0,1,0
2433,20180826-040651_411_live,1,9,"work here is the other thing, my donation comes from my other payment",,other,,,0,1,0
2434,20180826-040651_411_live,0,10,"That's awesome, so you'd like to donate all of your task payment?",confirm-donation,,,,0,0.592,0.408
2435,20180826-053811_708_live,0,0,A donation for a child is very neccesary,logical-appeal,,,,0,1,0
2436,20180826-053811_708_live,1,0,I couldn't agree more.,,positive-reaction-to-donation,,,0.513,0.487,0
2437,20180826-053811_708_live,0,1,Have you ever donate for children in your area?,personal-related-inquiry,,,,0,1,0
2438,20180826-053811_708_live,1,1,"I have, I have donated christmas gifts to local Toys for Tots every year.",,positive-to-inquiry,,,0,1,0
2439,20180826-053811_708_live,1,1,And a few other local charities specifically for children.,,positive-to-inquiry,,,0,0.686,0.314
2440,20180826-053811_708_live,1,1,Have you ever donated to children?,,personal-related-inquiry,,,0,1,0
2441,20180826-053811_708_live,0,2,"Yes, I have.",positive-to-inquiry,,,,0,1,0
2442,20180826-053811_708_live,0,2,I remember a kid that lives on the streets.,personal-story,,,,0,1,0
2443,20180826-053811_708_live,0,2,"He has no parents ,no one that cares about him",personal-story,,,,0.306,0.486,0.208
2444,20180826-053811_708_live,1,2,Thats very sweet of you.,,acknowledgement,,,0,0.548,0.452
2445,20180826-053811_708_live,1,2,What did you get him?,,personal-related-inquiry,,,0,1,0
2446,20180826-053811_708_live,0,3,I get in touch with the Save the Children program.,personal-story,,,,0,0.714,0.286
2447,20180826-053811_708_live,0,3,They get him a house and warm food,personal-story,,,,0,0.759,0.241
2448,20180826-053811_708_live,1,3,Thats amazing.,,acknowledgement,,,0,0.208,0.792
2449,20180826-053811_708_live,1,3,I am glad you were there to help him.,,positive-reaction-to-donation,,,0,0.513,0.487
2450,20180826-053811_708_live,1,3,I would do the same,,positive-reaction-to-donation,,,0,1,0
2451,20180826-053811_708_live,0,4,It is a shame many children die of hunger everyday while some people spend money on stuff they do not need,emotion-appeal,,,,0.346,0.654,0
2452,20180826-053811_708_live,1,4,Its extremely sad.,,positive-reaction-to-donation,,,0.629,0.371,0
2453,20180826-053811_708_live,1,4,"If I had the money that some people have, I would form my own foundation specifically for under privileged children and those in need.",,positive-reaction-to-donation,,,0,0.879,0.121
2454,20180826-053811_708_live,0,5,I think you can still make a difference.,logical-appeal,,,,0,1,0
2455,20180826-053811_708_live,0,5,How much money do you waste on candy or cookies every year?,personal-related-inquiry,,,,0.203,0.797,0
2456,20180826-053811_708_live,1,5,I don't waste much money on that type of stuff.,,positive-reaction-to-donation,,,0,0.774,0.226
2457,20180826-053811_708_live,1,5,My money is more wasted on drive thru getting coffee.,,positive-reaction-to-donation,,,0.28,0.72,0
2458,20180826-053811_708_live,1,5,I can easily cut down on that to donate more to charity tho.,,positive-reaction-to-donation,,,0.127,0.543,0.33
2459,20180826-053811_708_live,1,5,Great idea!!,,positive-reaction-to-donation,,,0,0.176,0.824
2460,20180826-053811_708_live,0,6,Thank for helping to the cause.,thank,,,,0,0.46,0.54
2461,20180826-053811_708_live,0,6,If we all donate a little to Save the children we will have less hunger in the world.,logical-appeal,,,,0.087,0.764,0.149
2462,20180826-053811_708_live,0,6,Everyone should be responsible of this issue,logical-appeal,,,,0,0.723,0.277
2463,20180826-053811_708_live,1,6,I agree.,,acknowledgement,,,0,0,1
2464,20180826-053811_708_live,1,6,"Children are the future, and not only that, but they didn't ask to be born, so why should they suffer?",,positive-reaction-to-donation,,,0.2,0.8,0
2465,20180826-053811_708_live,1,6,They need the best shot and thats up to us to give.,,positive-reaction-to-donation,,,0,0.724,0.276
2466,20180826-053811_708_live,0,7,Exactly!!!.,acknowledgement,,,,0,1,0
2467,20180826-053811_708_live,0,7,I hope more people think like you and me,praise-user,,,,0,0.514,0.486
2468,20180826-053811_708_live,1,7,"If that was the case, than we might not be in this problem.",,other,,,0.207,0.793,0
2469,20180826-053811_708_live,1,7,But we can always try.,,other,,,0,1,0
2470,20180826-053811_708_live,0,8,We should start increasin our contribution to Save the children program and make consciousness for other people to join as well,logical-appeal,,,,0,0.706,0.294
2471,20180826-053811_708_live,1,8,I agree.,,acknowledgement,,,0,0,1
2472,20180826-053811_708_live,1,8,What do you have in mind?,,other,,,0,1,0
2473,20180826-053811_708_live,0,9,tell to family and friends is a first step,other,,,,0,0.693,0.307
2474,20180826-053811_708_live,1,9,And share on social media could be the next step?,,other,,,0,0.804,0.196
2475,20180826-175705_624_live,0,0,"hello, do you know about the charity save the children?",source-related-inquiry,,,,0,0.571,0.429
2476,20180826-175705_624_live,1,0,Hi.,,greeting,,,0,1,0
2477,20180826-175705_624_live,1,0,"No, I have not heard about that charity.",,negative-to-inquiry,,,0.22,0.5,0.28
2478,20180826-175705_624_live,0,1,do you want some info?,other,,,,0,0.755,0.245
2479,20180826-175705_624_live,1,1,"Yes, I would love some information.",,ask-org-info,,,0,0.303,0.697
2480,20180826-175705_624_live,0,2,save the children is a non-profit organization that help the children all around the world.,credibility-appeal,,,,0,0.67,0.33
2481,20180826-175705_624_live,1,2,How do they help the children?,,ask-org-info,,,0,0.649,0.351
2482,20180826-175705_624_live,0,3,"they collect charities and help the children by schooling them , feeding them, curing them.",credibility-appeal,,,,0,0.67,0.33
2483,20180826-175705_624_live,1,3,That sounds great.,,acknowledgement,,,0,0.328,0.672
2484,20180826-175705_624_live,1,3,How can I get involved?,,task-related-inquiry,,,0,1,0
2485,20180826-175705_624_live,0,4,"you can help by being part of us, do you want to help?",task-related-inquiry,,,,0,0.599,0.401
2486,20180826-175705_624_live,1,4,I would really like to help.,,positive-reaction-to-donation,,,0,0.343,0.657
2487,20180826-175705_624_live,0,5,"cool, you just have to agree to give some amount of your bonus, you can give how much you want.",proposition-of-donation,,,,0,0.625,0.375
2488,20180826-175705_624_live,0,5,are you interested?,proposition-of-donation,,,,0,0.426,0.574
2489,20180826-175705_624_live,1,5,"Yes, I'm interested.",,agree-donation,,,0,0.156,0.844
2490,20180826-175705_624_live,1,5,I can give $0.60 cents.,,provide-donation-amount,,,0,1,0
2491,20180826-175705_624_live,0,6,"cool, you are a very kind person, you know that you can help a child being feed today?",thank,,,,0,0.599,0.401
2492,20180826-175705_624_live,1,6,Really?,,acknowledgement,,,0,1,0
2493,20180826-175705_624_live,1,6,Does the charity feed the children in the USA or abroad?,,ask-org-info,,,0,0.781,0.219
2494,20180826-175705_624_live,0,7,"they feed the children where is a child in difficulties , they now are helpin Hawaii with the hurricane",credibility-appeal,,,,0.121,0.879,0
2495,20180826-175705_624_live,1,7,That is amazing.,,acknowledgement,,,0,0.345,0.655
2496,20180826-175705_624_live,1,7,Is there any other way to get involved besides donating?,,task-related-inquiry,,,0,1,0
2497,20180826-175705_624_live,0,8,"for the moment donating is good, but if you really are interested you can apply for a job in our organization.",credibility-appeal,,,,0,0.753,0.247
2498,20180826-175705_624_live,1,8,"Okay, I will think about it.",,acknowledgement,,,0,0.678,0.322
2499,20180826-175705_624_live,1,8,What do you do in the organization?,,personal-related-inquiry,,,0,1,0
2500,20180826-175705_624_live,0,9,"i help with everything they say to me, now im helping finding people donating, thank you for the donation today, god bless you.",self-modeling,,,,0,0.58,0.42
2501,20180826-175705_624_live,1,9,Thank you very much.,,thank,,,0,0.545,0.455
2502,20180826-175705_624_live,1,9,I will happily donate 60 cents.,,provide-donation-amount,,,0,0.526,0.474
2503,20180826-180554_582_live,0,0,Good evening how are you doing today?,greeting,,,,0,0.674,0.326
2504,20180826-180554_582_live,1,0,good thanks.,,greeting,,,0,1,0
2505,20180826-180554_582_live,0,1,I am writing to ask you to donate 10 dollars to save the children.,proposition-of-donation,,,,0,0.789,0.211
2506,20180826-180554_582_live,0,1,This organization helps children's rights and supports children living in developing countries,credibility-appeal,,,,0,0.662,0.338
2507,20180826-180554_582_live,1,1,Yes I would,,agree-donation,,,0,0.27,0.73
2508,20180826-180554_582_live,0,2,"Your donation is essential to help ensuring children's rights to health, education, safety, etc. It will make a real difference in the world.",logical-appeal,,,,0,0.714,0.286
2509,20180826-180554_582_live,1,2,I know it does I'll donate 5 dollars,,provide-donation-amount,,,0,1,0
2510,20180826-180554_582_live,0,3,We have many children who starve and die of hunger.,emotion-appeal,,,,0.557,0.443,0
2511,20180826-180554_582_live,0,3,You donation will stop this from happening and possible save a child's life,emotion-appeal,,,,0.143,0.649,0.208
2512,20180826-180554_582_live,1,3,I realize that,,acknowledgement,,,0,1,0
2513,20180826-180554_582_live,0,4,Save the children have been fight child hunger and disease for many years We have made a big inpact in these children's lives over the many years.,credibility-appeal,,,,0.149,0.747,0.104
